AGIC SortID,Taxable Year,AGIC,County,All Returns,All Joint Returns,All Taxable Returns,Dependents On Returns,Adjusted Gross Income,Tax Assessed
26,2005,"1,000,000 and over",Orange,5435,4529,5425,5388,"18,545,888,000","1,651,174,000"
1,2005,Zero and Deficit,Placer,2094,825,54,848,"-84,967,000","48,000"
2,2005,"1 to 2,999",Placer,5053,459,610,576,"7,741,000","10,000"
3,2005,"3,000 to 5,999",Placer,5740,503,2325,804,"25,828,000","46,000"
4,2005,"6,000 to 8,999",Placer,5667,629,1585,1073,"42,537,000","72,000"
5,2005,"9,000 to 11,999",Placer,5532,689,1543,1410,"58,000,000","95,000"
6,2005,"12,000 to 14,999",Placer,5634,851,2350,1658,"76,202,000","166,000"
7,2005,"15,000 to 17,999",Placer,5791,1157,3076,2117,"95,623,000","278,000"
8,2005,"18,000 to 20,999",Placer,5608,1298,3042,2291,"109,281,000","470,000"
9,2005,"21,000 to 23,999",Placer,5246,1405,2942,2259,"117,966,000","710,000"
10,2005,"24,000 to 26,999",Placer,5066,1388,2868,2270,"129,192,000","958,000"
11,2005,"27,000 to 29,999",Placer,4807,1512,2776,2300,"136,999,000","1,176,000"
12,2005,"30,000 to 34,999",Placer,7446,2663,4714,3738,"241,631,000","2,576,000"
13,2005,"35,000 to 39,999",Placer,6838,2754,4820,3812,"256,186,000","3,151,000"
14,2005,"40,000 to 49,999",Placer,12035,5631,9542,7193,"540,137,000","8,147,000"
15,2005,"50,000 to 59,999",Placer,9982,5705,8559,7362,"547,727,000","9,556,000"
16,2005,"60,000 to 69,999",Placer,8432,5486,7698,6856,"547,063,000","11,188,000"
17,2005,"70,000 to 79,999",Placer,7340,5356,7025,6572,"549,641,000","12,586,000"
18,2005,"80,000 to 89,999",Placer,6221,4916,6058,6033,"527,672,000","13,584,000"
19,2005,"90,000 to 99,999",Placer,5379,4490,5287,5598,"510,163,000","14,589,000"
20,2005,"100,000 to 149,999",Placer,15436,13561,15328,17365,"1,863,006,000","70,822,000"
21,2005,"150,000 to 199,999",Placer,5382,4810,5365,6152,"919,874,000","46,789,000"
22,2005,"200,000 to 299,999",Placer,3579,3205,3568,4053,"852,315,000","51,222,000"
23,2005,"300,000 to 399,999",Placer,1213,1047,1211,1405,"417,749,000","29,293,000"
24,2005,"400,000 to 499,999",Placer,648,541,646,744,"288,363,000","21,529,000"
25,2005,"500,000 to 999,999",Placer,829,707,826,899,"554,479,000","43,564,000"
26,2005,"1,000,000 and over",Placer,384,334,384,400,"1,062,895,000","95,732,000"
1,2005,Zero and Deficit,Plumas,138,57,,33,"-2,448,000","4,000"
2,2005,"1 to 2,999",Plumas,316,34,16,57,"510,000",0
3,2005,"3,000 to 5,999",Plumas,393,36,109,77,"1,782,000","2,000"
4,2005,"6,000 to 8,999",Plumas,376,54,74,104,"2,803,000","3,000"
5,2005,"9,000 to 11,999",Plumas,415,79,82,142,"4,371,000","4,000"
6,2005,"12,000 to 14,999",Plumas,368,97,122,127,"4,966,000","6,000"
7,2005,"15,000 to 17,999",Plumas,344,88,165,150,"5,677,000","14,000"
8,2005,"18,000 to 20,999",Plumas,364,116,188,138,"7,077,000","28,000"
9,2005,"21,000 to 23,999",Plumas,340,140,171,149,"7,652,000","37,000"
10,2005,"24,000 to 26,999",Plumas,328,115,172,164,"8,362,000","55,000"
11,2005,"27,000 to 29,999",Plumas,308,126,172,158,"8,785,000","72,000"
12,2005,"30,000 to 34,999",Plumas,451,210,302,212,"14,667,000","140,000"
13,2005,"35,000 to 39,999",Plumas,483,255,364,252,"18,095,000","210,000"
14,2005,"40,000 to 49,999",Plumas,772,450,637,464,"34,582,000","510,000"
15,2005,"50,000 to 59,999",Plumas,584,405,542,404,"31,948,000","562,000"
16,2005,"60,000 to 69,999",Plumas,448,351,435,295,"29,003,000","662,000"
17,2005,"70,000 to 79,999",Plumas,397,340,391,340,"29,602,000","740,000"
18,2005,"80,000 to 89,999",Plumas,283,259,283,228,"23,944,000","681,000"
19,2005,"90,000 to 99,999",Plumas,230,202,230,187,"21,755,000","731,000"
20,2005,"100,000 to 149,999",Plumas,453,413,450,339,"53,922,000","2,322,000"
21,2005,"150,000 to 199,999",Plumas,132,114,132,74,"22,364,000","1,216,000"
22,2005,"200,000 to 299,999",Plumas,66,60,66,45,"15,446,000","954,000"
23,2005,"300,000 to 399,999",Plumas,32,26,32,20,"11,122,000","794,000"
24,2005,"400,000 to 499,999",Plumas,,,12,10,"5,383,000","430,000"
25,2005,"500,000 to 999,999",Plumas,24,18,24,,"16,269,000","1,164,000"
26,2005,"1,000,000 and over",Plumas,,,,,"13,364,000","1,149,000"
1,2005,Zero and Deficit,Resident Out Of State Address,3007,1023,66,1091,"-194,918,000","61,000"
2,2005,"1 to 2,999",Resident Out Of State Address,8757,1307,487,1905,"10,402,000","13,000"
3,2005,"3,000 to 5,999",Resident Out Of State Address,8458,1008,1715,1947,"38,466,000","38,000"
4,2005,"6,000 to 8,999",Resident Out Of State Address,8977,1207,1135,2975,"67,438,000","77,000"
5,2005,"9,000 to 11,999",Resident Out Of State Address,9506,1541,2031,3827,"99,857,000","84,000"
6,2005,"12,000 to 14,999",Resident Out Of State Address,9103,1789,3872,4585,"122,906,000","235,000"
7,2005,"15,000 to 17,999",Resident Out Of State Address,9264,2187,5011,4668,"152,807,000","478,000"
8,2005,"18,000 to 20,999",Resident Out Of State Address,8565,2304,4469,4603,"166,711,000","730,000"
9,2005,"21,000 to 23,999",Resident Out Of State Address,7800,2404,4137,4932,"175,226,000","1,005,000"
10,2005,"24,000 to 26,999",Resident Out Of State Address,6761,2301,3599,4601,"172,243,000","1,189,000"
11,2005,"27,000 to 29,999",Resident Out Of State Address,6227,2311,3388,4595,"177,292,000","1,409,000"
12,2005,"30,000 to 34,999",Resident Out Of State Address,9292,3716,5406,7061,"301,251,000","3,009,000"
13,2005,"35,000 to 39,999",Resident Out Of State Address,7921,3538,5131,6203,"296,418,000","3,477,000"
14,2005,"40,000 to 49,999",Resident Out Of State Address,13158,6606,9588,11156,"589,745,000","8,688,000"
15,2005,"50,000 to 59,999",Resident Out Of State Address,10265,5749,8572,8853,"562,671,000","10,567,000"
16,2005,"60,000 to 69,999",Resident Out Of State Address,8321,5195,7547,7443,"539,449,000","12,281,000"
17,2005,"70,000 to 79,999",Resident Out Of State Address,6660,4477,6343,5818,"498,601,000","13,025,000"
18,2005,"80,000 to 89,999",Resident Out Of State Address,5452,3887,5273,4761,"462,801,000","13,865,000"
19,2005,"90,000 to 99,999",Resident Out Of State Address,4365,3245,4278,3899,"413,823,000","13,685,000"
20,2005,"100,000 to 149,999",Resident Out Of State Address,12468,9622,12345,11052,"1,508,478,000","63,663,000"
21,2005,"150,000 to 199,999",Resident Out Of State Address,5261,4113,5239,4544,"902,502,000","48,673,000"
22,2005,"200,000 to 299,999",Resident Out Of State Address,3988,3086,3972,3464,"959,621,000","60,713,000"
23,2005,"300,000 to 399,999",Resident Out Of State Address,1489,1116,1486,1279,"509,840,000","36,002,000"
24,2005,"400,000 to 499,999",Resident Out Of State Address,677,486,674,533,"301,780,000","22,234,000"
25,2005,"500,000 to 999,999",Resident Out Of State Address,1255,867,1248,992,"859,019,000","66,657,000"
26,2005,"1,000,000 and over",Resident Out Of State Address,931,619,929,851,"4,718,638,000","425,206,000"
1,2005,Zero and Deficit,Riverside,7809,3063,184,3301,"-341,514,000","113,000"
2,2005,"1 to 2,999",Riverside,22801,2728,985,5394,"34,500,000","23,000"
3,2005,"3,000 to 5,999",Riverside,30078,2981,8330,9480,"136,498,000","139,000"
4,2005,"6,000 to 8,999",Riverside,35431,4361,6487,16405,"267,106,000","294,000"
5,2005,"9,000 to 11,999",Riverside,37718,5688,7479,23857,"396,977,000","376,000"
6,2005,"12,000 to 14,999",Riverside,38402,6974,12364,27952,"518,437,000","791,000"
7,2005,"15,000 to 17,999",Riverside,38635,8441,15431,29982,"637,614,000","1,405,000"
8,2005,"18,000 to 20,999",Riverside,37129,9358,14598,31236,"723,135,000","2,250,000"
9,2005,"21,000 to 23,999",Riverside,34875,9811,14154,31347,"783,937,000","3,284,000"
10,2005,"24,000 to 26,999",Riverside,31939,10178,13075,30729,"813,352,000","4,067,000"
11,2005,"27,000 to 29,999",Riverside,29187,10305,12294,29734,"831,223,000","4,805,000"
12,2005,"30,000 to 34,999",Riverside,43183,16905,21008,44957,"1,400,486,000","10,111,000"
13,2005,"35,000 to 39,999",Riverside,37066,16404,20619,39247,"1,387,571,000","12,025,000"
14,2005,"40,000 to 49,999",Riverside,60721,31131,39581,67697,"2,718,356,000","29,517,000"
15,2005,"50,000 to 59,999",Riverside,48556,29150,37346,56539,"2,661,792,000","36,745,000"
16,2005,"60,000 to 69,999",Riverside,38593,25909,33254,46478,"2,501,036,000","42,207,000"
17,2005,"70,000 to 79,999",Riverside,31145,22922,28873,37952,"2,330,570,000","46,706,000"
18,2005,"80,000 to 89,999",Riverside,24369,19352,23385,29994,"2,066,660,000","47,806,000"
19,2005,"90,000 to 99,999",Riverside,19373,16058,18918,23800,"1,836,484,000","49,228,000"
20,2005,"100,000 to 149,999",Riverside,47141,40910,46695,57614,"5,637,516,000","201,947,000"
21,2005,"150,000 to 199,999",Riverside,13272,11364,13198,14489,"2,259,170,000","112,098,000"
22,2005,"200,000 to 299,999",Riverside,7748,6352,7693,7497,"1,857,366,000","111,972,000"
23,2005,"300,000 to 399,999",Riverside,2692,2163,2672,2353,"926,906,000","64,018,000"
24,2005,"400,000 to 499,999",Riverside,1290,1030,1278,1061,"575,220,000","41,817,000"
25,2005,"500,000 to 999,999",Riverside,1933,1532,1912,1424,"1,312,299,000","100,530,000"
26,2005,"1,000,000 and over",Riverside,1063,871,1054,705,"3,243,480,000","280,670,000"
1,2005,Zero and Deficit,Sacramento,4715,1494,112,1816,"-135,286,441","27,000"
2,2005,"1 to 2,999",Sacramento,16389,1428,1267,3201,"24,904,000","55,000"
3,2005,"3,000 to 5,999",Sacramento,20329,1640,6063,5366,"92,060,000","119,000"
4,2005,"6,000 to 8,999",Sacramento,23023,2341,4497,8596,"173,134,000","203,000"
5,2005,"9,000 to 11,999",Sacramento,24196,3236,5328,12330,"254,529,000","277,000"
6,2005,"12,000 to 14,999",Sacramento,24646,3767,9269,13792,"332,588,000","591,000"
7,2005,"15,000 to 17,999",Sacramento,25052,4456,12650,15182,"413,436,000","1,085,000"
8,2005,"18,000 to 20,999",Sacramento,24619,4851,12478,16325,"479,720,408","1,908,000"
9,2005,"21,000 to 23,999",Sacramento,23506,5160,12325,16440,"528,548,000","2,990,000"
10,2005,"24,000 to 26,999",Sacramento,22970,5522,11982,17263,"585,420,000","3,987,000"
11,2005,"27,000 to 29,999",Sacramento,22454,5700,12320,17149,"639,676,000","5,377,000"
12,2005,"30,000 to 34,999",Sacramento,36093,9781,22132,27302,"1,171,807,000","12,667,000"
13,2005,"35,000 to 39,999",Sacramento,31726,10175,21821,23877,"1,187,157,000","15,545,000"
14,2005,"40,000 to 49,999",Sacramento,51273,20112,39741,39965,"2,295,722,000","36,603,000"
15,2005,"50,000 to 59,999",Sacramento,39719,18958,34399,32168,"2,178,453,000","43,040,000"
16,2005,"60,000 to 69,999",Sacramento,31479,18021,29214,26878,"2,039,798,000","47,361,000"
17,2005,"70,000 to 79,999",Sacramento,24565,16572,23685,22425,"1,836,779,000","47,105,000"
18,2005,"80,000 to 89,999",Sacramento,19357,14465,19007,18338,"1,641,967,000","46,932,000"
19,2005,"90,000 to 99,999",Sacramento,15278,12242,15115,15384,"1,448,200,000","45,789,000"
20,2005,"100,000 to 149,999",Sacramento,38139,32725,37969,39200,"4,564,293,000","184,597,000"
21,2005,"150,000 to 199,999",Sacramento,10694,9226,10658,10816,"1,823,868,000","96,904,000"
22,2005,"200,000 to 299,999",Sacramento,6189,5150,6170,6144,"1,480,735,000","93,411,000"
23,2005,"300,000 to 399,999",Sacramento,2077,1758,2068,2059,"712,783,000","51,143,000"
24,2005,"400,000 to 499,999",Sacramento,979,797,976,851,"435,736,000","33,595,000"
25,2005,"500,000 to 999,999",Sacramento,1360,1133,1355,1216,"917,826,000","73,213,000"
26,2005,"1,000,000 and over",Sacramento,639,511,638,570,"2,279,221,000","207,888,000"
1,2005,Zero and Deficit,San Benito,264,102,,117,"-16,547,000","6,000"
2,2005,"1 to 2,999",San Benito,596,50,54,106,"946,000","1,000"
3,2005,"3,000 to 5,999",San Benito,895,75,268,327,"4,065,000","6,000"
4,2005,"6,000 to 8,999",San Benito,966,110,232,410,"7,237,000","9,000"
5,2005,"9,000 to 11,999",San Benito,897,151,211,511,"9,440,000","10,000"
6,2005,"12,000 to 14,999",San Benito,942,176,331,667,"12,708,000","23,000"
7,2005,"15,000 to 17,999",San Benito,923,221,381,771,"15,225,000","38,000"
8,2005,"18,000 to 20,999",San Benito,919,253,373,800,"17,895,000","63,000"
9,2005,"21,000 to 23,999",San Benito,815,237,335,817,"18,306,000","81,000"
10,2005,"24,000 to 26,999",San Benito,827,240,336,845,"21,076,000","115,000"
11,2005,"27,000 to 29,999",San Benito,750,239,350,726,"21,331,000","157,000"
12,2005,"30,000 to 34,999",San Benito,1174,433,560,1265,"38,112,000","309,000"
13,2005,"35,000 to 39,999",San Benito,975,403,520,1150,"36,540,000","341,000"
14,2005,"40,000 to 49,999",San Benito,1740,837,1144,2079,"78,032,000","948,000"
15,2005,"50,000 to 59,999",San Benito,1377,824,1030,1632,"75,445,000","1,083,000"
16,2005,"60,000 to 69,999",San Benito,1103,756,933,1339,"71,423,000","1,277,000"
17,2005,"70,000 to 79,999",San Benito,939,681,849,1124,"70,380,000","1,398,000"
18,2005,"80,000 to 89,999",San Benito,797,650,745,1017,"67,502,000","1,481,000"
19,2005,"90,000 to 99,999",San Benito,652,549,626,884,"61,777,000","1,558,000"
20,2005,"100,000 to 149,999",San Benito,1892,1696,1875,2411,"227,966,000","7,915,000"
21,2005,"150,000 to 199,999",San Benito,562,507,561,687,"95,603,000","4,666,000"
22,2005,"200,000 to 299,999",San Benito,286,254,286,318,"68,650,000","4,153,000"
23,2005,"300,000 to 399,999",San Benito,85,77,85,91,"28,854,000","2,050,000"
24,2005,"400,000 to 499,999",San Benito,43,37,43,28,"18,983,000","1,390,000"
25,2005,"500,000 to 999,999",San Benito,53,44,53,49,"36,499,000","3,060,000"
26,2005,"1,000,000 and over",San Benito,17,12,,13,"37,652,000","3,545,000"
1,2005,Zero and Deficit,San Bernardino,5265,2004,103,2601,"-792,564,434","40,000"
2,2005,"1 to 2,999",San Bernardino,22053,2457,900,5981,"34,664,000","18,000"
3,2005,"3,000 to 5,999",San Bernardino,29779,2737,8321,10877,"135,116,000","138,000"
4,2005,"6,000 to 8,999",San Bernardino,35426,4003,6455,18311,"266,837,492","285,000"
5,2005,"9,000 to 11,999",San Bernardino,37184,5272,7565,26703,"391,134,000","379,000"
6,2005,"12,000 to 14,999",San Bernardino,37543,6388,12447,29615,"506,572,000","794,000"
7,2005,"15,000 to 17,999",San Bernardino,37500,7698,15091,31717,"618,215,000","1,401,000"
8,2005,"18,000 to 20,999",San Bernardino,35267,8356,13821,31566,"686,891,000","2,205,000"
9,2005,"21,000 to 23,999",San Bernardino,32209,8659,12990,31528,"724,140,830","3,042,000"
10,2005,"24,000 to 26,999",San Bernardino,29823,9114,12023,30843,"759,900,000","3,804,000"
11,2005,"27,000 to 29,999",San Bernardino,27739,9018,11874,29852,"790,163,000","4,679,000"
12,2005,"30,000 to 34,999",San Bernardino,41376,15276,19983,45494,"1,342,145,000","9,740,000"
13,2005,"35,000 to 39,999",San Bernardino,36187,14910,20140,39884,"1,355,032,000","12,059,000"
14,2005,"40,000 to 49,999",San Bernardino,59816,29060,39562,69251,"2,679,279,000","30,133,000"
15,2005,"50,000 to 59,999",San Bernardino,46188,26773,36291,56113,"2,530,926,000","35,927,000"
16,2005,"60,000 to 69,999",San Bernardino,36820,24127,32533,45494,"2,386,334,000","42,566,000"
17,2005,"70,000 to 79,999",San Bernardino,28447,20650,26711,35168,"2,126,703,000","45,117,000"
18,2005,"80,000 to 89,999",San Bernardino,21846,17283,21106,27014,"1,851,612,000","45,052,000"
19,2005,"90,000 to 99,999",San Bernardino,16780,14029,16486,20893,"1,591,277,000","44,530,000"
20,2005,"100,000 to 149,999",San Bernardino,39936,35251,39672,50334,"4,768,129,000","175,646,000"
21,2005,"150,000 to 199,999",San Bernardino,10601,9418,10575,12601,"1,801,249,000","90,699,000"
22,2005,"200,000 to 299,999",San Bernardino,5497,4740,5469,6076,"1,313,190,000","80,022,000"
23,2005,"300,000 to 399,999",San Bernardino,1715,1419,1710,1731,"586,169,000","41,211,000"
24,2005,"400,000 to 499,999",San Bernardino,816,685,814,811,"362,515,000","27,291,000"
25,2005,"500,000 to 999,999",San Bernardino,1097,932,1092,1028,"728,750,000","58,121,000"
26,2005,"1,000,000 and over",San Bernardino,560,454,557,439,"1,802,127,000","160,788,000"
1,2005,Zero and Deficit,San Diego,15262,4752,351,5556,"-791,927,000","839,000"
2,2005,"1 to 2,999",San Diego,41178,3916,3389,7361,"61,421,000","69,000"
3,2005,"3,000 to 5,999",San Diego,48982,4361,15076,10990,"221,837,000","316,000"
4,2005,"6,000 to 8,999",San Diego,52793,5767,10557,17540,"396,930,000","505,000"
5,2005,"9,000 to 11,999",San Diego,55024,7293,12332,24926,"577,949,000","667,000"
6,2005,"12,000 to 14,999",San Diego,56885,9309,21720,30297,"768,800,000","1,372,000"
7,2005,"15,000 to 17,999",San Diego,58413,11255,29039,34265,"964,261,000","2,584,000"
8,2005,"18,000 to 20,999",San Diego,57578,12632,28882,36286,"1,121,913,000","4,480,000"
9,2005,"21,000 to 23,999",San Diego,54067,13039,28397,35922,"1,215,410,000","6,904,000"
10,2005,"24,000 to 26,999",San Diego,51016,13865,26845,35253,"1,299,797,000","9,016,000"
11,2005,"27,000 to 29,999",San Diego,48336,13943,26703,34218,"1,376,993,000","11,589,000"
12,2005,"30,000 to 34,999",San Diego,73204,23084,45110,51575,"2,374,488,000","25,996,000"
13,2005,"35,000 to 39,999",San Diego,64092,22259,44191,44944,"2,399,772,000","32,089,000"
14,2005,"40,000 to 49,999",San Diego,103851,42159,80583,76037,"4,647,526,000","76,918,000"
15,2005,"50,000 to 59,999",San Diego,78415,38284,67508,60085,"4,297,091,000","86,387,000"
16,2005,"60,000 to 69,999",San Diego,61861,34938,56473,49659,"4,009,556,000","93,463,000"
17,2005,"70,000 to 79,999",San Diego,50313,32003,47769,41811,"3,762,763,000","97,611,000"
18,2005,"80,000 to 89,999",San Diego,40876,28859,39682,36313,"3,466,883,000","98,871,000"
19,2005,"90,000 to 99,999",San Diego,32577,24607,31979,30263,"3,089,026,000","95,683,000"
20,2005,"100,000 to 149,999",San Diego,89737,73086,88884,87868,"10,823,558,000","422,153,000"
21,2005,"150,000 to 199,999",San Diego,33459,28217,33278,34005,"5,728,163,000","290,295,000"
22,2005,"200,000 to 299,999",San Diego,22119,18531,22013,22350,"5,302,188,000","317,198,000"
23,2005,"300,000 to 399,999",San Diego,7923,6538,7880,7822,"2,723,349,000","185,863,000"
24,2005,"400,000 to 499,999",San Diego,3985,3308,3969,3883,"1,772,881,000","128,674,000"
25,2005,"500,000 to 999,999",San Diego,6174,5050,6135,6041,"4,196,961,000","326,583,000"
26,2005,"1,000,000 and over",San Diego,3709,3029,3696,3489,"12,110,028,000","1,053,344,000"
1,2005,Zero and Deficit,San Francisco,5547,1019,91,1022,"-368,416,000","81,000"
2,2005,"1 to 2,999",San Francisco,12724,1078,1279,1462,"18,488,000","21,000"
3,2005,"3,000 to 5,999",San Francisco,14143,1354,3014,2217,"63,921,000","92,000"
4,2005,"6,000 to 8,999",San Francisco,15301,1888,2085,3431,"115,069,000","128,000"
5,2005,"9,000 to 11,999",San Francisco,15541,2366,2785,4515,"163,003,000","155,000"
6,2005,"12,000 to 14,999",San Francisco,15175,2534,5996,4810,"204,624,000","351,000"
7,2005,"15,000 to 17,999",San Francisco,15406,2828,9231,5315,"254,059,000","762,000"
8,2005,"18,000 to 20,999",San Francisco,14832,2857,9381,5436,"288,864,000","1,425,000"
9,2005,"21,000 to 23,999",San Francisco,14692,2881,9607,5567,"330,427,000","2,445,000"
10,2005,"24,000 to 26,999",San Francisco,14086,2938,9510,5423,"359,008,000","3,384,000"
11,2005,"27,000 to 29,999",San Francisco,13787,3023,9815,5334,"392,810,000","4,554,000"
12,2005,"30,000 to 34,999",San Francisco,21603,4564,16418,8431,"701,424,000","10,938,000"
13,2005,"35,000 to 39,999",San Francisco,20402,4257,16997,7139,"764,666,000","15,240,000"
14,2005,"40,000 to 49,999",San Francisco,34707,7931,31277,12310,"1,554,511,000","39,833,000"
15,2005,"50,000 to 59,999",San Francisco,26411,6638,25062,9494,"1,447,325,000","46,852,000"
16,2005,"60,000 to 69,999",San Francisco,20836,6080,20172,7716,"1,349,808,000","50,554,000"
17,2005,"70,000 to 79,999",San Francisco,16700,5506,16330,6574,"1,249,007,000","51,155,000"
18,2005,"80,000 to 89,999",San Francisco,12957,4565,12775,5118,"1,099,013,000","48,801,000"
19,2005,"90,000 to 99,999",San Francisco,10790,4297,10667,4527,"1,022,939,000","47,419,000"
20,2005,"100,000 to 149,999",San Francisco,29782,14006,29566,13786,"3,606,156,000","185,779,000"
21,2005,"150,000 to 199,999",San Francisco,12767,7161,12709,6106,"2,194,213,000","129,076,000"
22,2005,"200,000 to 299,999",San Francisco,9904,6109,9862,5214,"2,383,584,000","154,344,000"
23,2005,"300,000 to 399,999",San Francisco,3911,2366,3899,2137,"1,341,761,000","95,133,000"
24,2005,"400,000 to 499,999",San Francisco,2035,1282,2030,1191,"907,476,000","67,331,000"
25,2005,"500,000 to 999,999",San Francisco,3371,2192,3351,2170,"2,281,840,000","175,948,000"
26,2005,"1,000,000 and over",San Francisco,2522,1586,2515,1778,"11,920,286,000","1,037,738,000"
1,2005,Zero and Deficit,San Joaquin,2214,874,44,1034,"-84,804,000","53,000"
2,2005,"1 to 2,999",San Joaquin,7031,699,434,1638,"11,178,000","8,000"
3,2005,"3,000 to 5,999",San Joaquin,9450,886,2823,2872,"42,889,000","51,000"
4,2005,"6,000 to 8,999",San Joaquin,10626,1308,2022,4796,"79,923,000","90,000"
5,2005,"9,000 to 11,999",San Joaquin,11476,1846,2416,6668,"120,654,000","126,000"
6,2005,"12,000 to 14,999",San Joaquin,11759,2209,3958,8173,"158,722,000","255,000"
7,2005,"15,000 to 17,999",San Joaquin,11439,2555,4784,8740,"188,545,000","433,000"
8,2005,"18,000 to 20,999",San Joaquin,11310,2920,4668,9766,"220,363,000","734,000"
9,2005,"21,000 to 23,999",San Joaquin,10664,3075,4400,9991,"239,596,000","1,039,000"
10,2005,"24,000 to 26,999",San Joaquin,9789,3031,4141,9617,"249,464,000","1,332,000"
